,name,id,price,promo_price,brand,url
217,"Корм сухой для взрослых кошек, с курицей и цельными злаками, 9,75 кг",1058016,5063,5063,Purina ONE®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-kuricey-i-celnymi-zlakami-mesh-9-75kg.html?offer=157361
218,"Корм сухой для кошек с чувствительным пищеварением с индейкой, 1,5 кг",1053476,999,999,Grand Prix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indeykoy.html?offer=145549
219,"Science Plan No Grain Беззлаковый сухой корм для взрослых кошек, с курицей, 1.5 кг",1052555,2807,2807,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-vzr-kosh-b-z-kur-kart-6-1-5kg.html?offer=143095
220,"Kitten Healthy Start корм для котят от 1 до 12 месяцев, с курицей, 400 г",1000881,395,395,Eukanuba,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Kitten_Complete_suhoy_korm_dlya_kotyat_kuritsapechen.html?offer=45660
221,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с курицей, 3 кг",1037150,3542,3542,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-dlya-koshek-kurica-mesh-5kg.html?offer=104623
222,"LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с индейкой, 400 г",1052567,705,705,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy1.html?offer=143401
223,"Корм сухой для стерилизованных кошек, с морской рыбой и индейкой, 1,5 кг",1059515,1615,1615,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-morskoy-ryboy-i-indeykoy-400g.html?offer=164063
224,"Science Plan Hairball Indoor Сухой корм для выведения шерсти из желудка у пожилых домашних кошек, с курицей, 1,5 кг",1027297,3179,3179,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-senior-hairball-control-dlya-pozhilyh-koshek-vyvod-shersti-iz-zheludka.html?offer=79925
225,"EN ST/OX Gastrointestinal Сухой диетический корм для кошек при расстройствах пищеварения, 5 кг",1058019,8915,8915,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-en-dlya-pishchevareniya-mesh-5kg.html?offer=157379
226,"LiveClear Kitten сухой корм для котят для снижения количество аллергенов в шерсти с индейкой, 400 г",1052566,705,705,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-dlya-kotyat-s-indeykoy.html?offer=143399
227,"Siamese Adult корм для cиамских кошек старше 12 месяцев, 2 кг",1002562,2859,2859,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Siamese_Adult_38_suhoy_korm_dlya_koshek.html?offer=41923
228,"UR ST/OX Urinary Сухой диетический корм для кошек при болезнях нижних отделов мочевыводящих путей, с курицей, 5 кг",1058020,8379,8379,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-ur-lechenie-mochepolovoy-sistemy-mesh-5kg.html?offer=157381
229,"Корм сухой для взрослых кошек, с белой рыбой и индейкой, 1,5 кг",1059517,1615,1615,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-beloy-ryboy-i-indeykoy-400g.html?offer=164065
230,"Корм сухой для взрослых кошек, с индейкой и лососем, 1,5 кг",1059508,1615,1615,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-indeykoy-i-lososem-400g.html?offer=164056
231,"Science Plan Сухой корм для котят для здорового роста и развития, с курицей, 3 кг",1037153,4297,4297,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-kotyat-dlya-zdorovogo-rosta-i-razvitiya-s-kuricey-3-kg.html?offer=104627
232,"Prescription Diet k/d Сухой диетический корм для кошек при хронической болезни почек, с тунцом, 1,5 кг",1027314,3999,3999,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-dieta-dlya-koshek-k-d-lechenie-zabolevaniy-pochek-profilaktika-mkb-ok.html?offer=79946
233,"Light Weight Care корм для взрослых кошек в целях профилактики избыточного веса, 3,5 кг",1027323,685,685,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-layt-veyt-kea-dlya-profilaktiki-izbytochno.html?offer=79966
234,"Prescription Diet Metabolic Сухой диетический корм для кошек, способствующий снижению и контролю веса, с курицей, 3 кг",1052536,6159,6159,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-meta-korm-d-kosh-korrek-vesa-3kg.html?offer=143061
235,"Indoor Appetite Control корм сухой для кошек для домашних кошек, склонных к набору веса, 2 кг",1029498,2517,2517,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-indor-apetayt-kontrol-pak-400-g.html?offer=84516
236,"Корм сухой для взрослых кошек, с лососем и цельными злаками, 9,75 кг",1058018,5063,5063,Purina ONE®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-lososem-i-celnymi-zlakami-mesh-9-75kg.html?offer=157365
237,"Корм сухой для взрослых кошек, с индейкой и ягненком, 1,5 кг",1059510,1615,1615,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-indeykoy-i-yagnenkom-400g.html?offer=164058
238,"Oral Care Корм для кошек для профилактики образования зубного налета и зубного камня, 400 гр.",1000722,685,685,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-oral-kea-gigiena-polosti-rta-i-profilakt.html?offer=31120
239,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с ягненком, 3 кг",1037147,4425,4425,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-yagnenkom-3-kg.html?offer=104617
240,"Корм сухой для взрослых привередливых кошек, с индейкой и уткой, 1,5 кг",1059506,1615,1615,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-priveredlivyh-koshek-s-indeykoy-i-utkoy-400g.html?offer=164054
241,"Корм сухой для котят, беременных и кормящих кошек, с индейкой, 1,5 кг",1059504,1549,1549,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-beremennyh-i-kormyashchih-koshek-s-indeykoy-400g.html?offer=164052
242,"Science Plan Oral Care Сухой корм для взрослых кошек, способствующий удалению зубного камня, с курицей, 1,5 кг",1003140,3179,3179,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_Oral_Care_Uhod_za_polost_rta.html?offer=45466
243,"Science Plan No Grain Беззлаковый сухой корм для котят, с курицей, 1.5 кг",1052554,2807,2807,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-kotyat-b-z-kur-kart-6-1-5kg.html?offer=143093
244,"Adult Сухой корм для взрослых кошек, с лососем, 1,5 кг",1018448,1199,1199,Wellkiss,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Wellkiss_korm_suhoy_dlya_vzroslyh_koshek_sososem.html?offer=49573
245,"Persian Kitten корм для персидских котят в возрасте до 12 месяцев, 400 г",1002780,615,615,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Royal_Kanin_dlya_kotyat_Kitten_Persian_32_persidskaya.html?offer=31126
246,"Acti Protect Expert Care Nutrition Сухой корм для стерилизованных кошек, с индейкой, 400 гр.",1059593,629,629,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-acti-protect-dlya-sterilizovannykh-koshek-s-indeykoy-400g.html?offer=165080
247,"Acti Protect Expert Care Nutrition Сухой корм для стерилизованных кошек, с индейкой 1,5 кг",1059592,2085,2085,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-acti-protect-dlya-sterilizovannykh-koshek-s-indeykoy-1-5kg.html?offer=165078
248,"Корм сухой для кошек Здоровье почек, с лососем, 2,5 кг",1059360,1407,1407,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-zdorove-pochek-s-lososem-2-5kg.html?offer=163725
249,"Корм сухой для стерилизованных кошек, с лососем,10 кг",1059359,5435,5435,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-lososem-10kg.html?offer=163723
250,"Science Plan Culinary Creations Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с лососем и морковью, 10 кг",1058687,12845,12845,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem-i-morkovyu-mesh-10kg.html?offer=159181
251,"Immunity Корм сухой для кошек, говядина, семена льна и голубика, 5,5 кг",1058481,3225,3225,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-govyadina-semena-lna-i-golubika-5-5kg.html?offer=158585
252,"Immunity Корм сухой для кошек, индейка, спирулина и клюква, 580 гр.",1058480,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-indeyka-spirulina-i-klyukva-580g.html?offer=158583
253,"Immunity Корм сухой для кошек, говядина, семена льна и голубика, 1,1 кг",1058478,735,735,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-govyadina-semena-lna-i-golubika-1-1kg.html?offer=158579
254,Двойная Вкуснятина для взрослых кошек с рыбой 200 г,1053990,123,123,Felix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-ryboy-200-g.html?offer=146926
255,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с птицей, 200 г",1053989,123,123,Felix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-pticey-200-g.html?offer=146924
256,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с мясом, 200 г",1053988,123,123,Felix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-myasom-200-g.html?offer=146922
257,"Prescription Diet s/d Urinary Care Сухой диетический корм для кошек при профилактике мочекаменной болезни (мкб), с курицей, 3 кг",1052535,6185,6185,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-s-d-korm-d-kosh-d-rastv-struv-4h3kg.html?offer=143059
258,"Prescription Diet c/d Multicare Urinary Care Сухой диетический корм для кошек при профилактике мочекаменной болезни (мкб), с курицей, 3 кг",1052533,6315,6315,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-c-d-korm-d-kosh-urol-s-kur-8kg.html?offer=143055
259,"Корм сухой для кошек Курочка аппетитная, 800 г",1049814,233,233,Kitekat,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-appetitnaya-kurochka.html?offer=135530
260,"Мясное объедение сухой корм для взрослых кошек с говядиной, 600 г",1049534,315,315,Felix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/felix-600g-dlya-koshek-myasnoe-obedenie-govyadina.html?offer=134559
261,"Корм сухой для кошек подушечки паштет говядина, 13,8 кг",1047045,5167,5167,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina4.html?offer=129579
262,"Корм сухой для кошек подушечки паштет курица и индейка, 13,8 кг",1047044,5167,5167,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-kurica-i-indeyka.html?offer=129577
263,"Корм сухой для кошек подушечки паштет говядина, 5 кг",1046832,2125,2125,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina3.html?offer=128787
264,"Корм сухой для кошек подушечки паштет говядина, 350 г",1046829,163,163,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina.html?offer=128781
265,"Корм сухой для кошек для красоты шерсти и здоровья кожи с индейкой, 650г",1041476,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-krasota-shersti-i-zdorove-kozhi-s-indeykoy.html?offer=115008
266,"Двойная Вкуснятина сухой корм для котят до 1 года для котят до 1 года с курочкой, 600 г",1040009,317,317,Felix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/felix-d-kotyat-dvoynvkus-kurochka-8x600g.html?offer=112322
267,"Science Plan Сухой корм для котят для здорового роста и развития, с тунцом, 7 кг",1037154,8935,8935,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-kotyat-dlya-zdorovogo-rosta-i-razvitiya-s-tuncom-7-kg.html?offer=104629
268,"Корм сухой для домашних кошек с курицей, 650 г",1016800,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_domashnih_koshek_kuritsa.html?offer=42968
269,"Корм для стерилизованных кошек и котов старше 1 года, с курицей и вкусными подушечками, 5 кг",1016483,2125,2125,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_Viskas_suhoy_dlya_sterilizovannyh_koshek_i_kastrirovannyhkotovkuritsa.html?offer=43421
270,"Корм сухой для котят от 2 до 12 месяцев с курицей, 650 г",1016805,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_Junior_suhoy_korm_dlya_kotyat_kuritsa.html?offer=41872
271,"Science Plan Hairball Indoor Сухой корм для выведения шерсти из желудка у домашних кошек, с курицей, 300 гр.",1000130,695,695,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_Heyrbal_Kontrol_dlya_vyvoda_shersti_kuritsa.html?offer=50354
272,"Корм сухой для кошек с чувствительным пищеварением с индейкой, 650 г",1020582,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_indeyka.html?offer=41875
273,"Корм сухой для стерилизованных кошек с курицей, 650 г",1016806,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_kastrirovannyh_kotov_i_sterilizovannyh_koshek_kuritsa.html?offer=41873
274,"Корм для взрослых кошек, телятинка аппетитная, 350 г",1015490,107,107,Kitekat,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Kitekat_suhoy_korm_dlya_koshek_Appetitnaya_telyatinka.html?offer=41834
275,"Корм сухой для взрослых кошек, мясной пир, 350 г",1015489,107,107,Kitekat,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Kitekat_suhoy_korm_dlya_koshek_Myasnoy_pir.html?offer=41832
276,"Корм для кошек старше 1 года, вкусные подушечки с нежным паштетом, аппетитное ассорти с курицей и индейкой, 350 г",1008887,163,163,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Whiskas_suhoy_korm_dlya_koshek_Vkusnye_podushechki_s_negnym_pashtetom_kuritsaindeyka.html?offer=41826
277,"Корм для котят от 2 до 12 месяцев, вкусные подушечки с молоком, аппетитное ассорти с индейкой и морковью, 350 г",1008885,163,163,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Whiskas_suhoy_korm_dlya_kotyat_assorti_indeykamorkov_i_podushechki_s_molokom.html?offer=41822
278,"Prescription Diet m/d Сухой диетический корм для кошек при сахарном диабете, с курицей, 1,5 кг",1016547,2900,2900,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suh_15kg_Dkoshek_MD_saharnyy_diabetkontrol_vesa_1016547.html?offer=31882
279,"Корм сухой для стерилизованных кошек с говядиной, 650 г",1020581,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Perfekt_Fit_dlya_sterilizovannyh_kotov_i_koshek_s_govyadinoypak__650g_1020581.html?offer=31094
280,"Корм сухой для стерилизованных кошек старше 7 лет с курицей, 650 г",1020578,417,417,Perfect Fit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Perfekt_Fit_dlya_koshek_starshe_7_let_s_kuritsey_pak__650g_1020578.html?offer=31090
281,"Корм для стерилизованных кошек и котов старше 1 года, с говядиной и вкусными подушечками, 350 г",1016207,163,163,Whiskas,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Viskas__suhoy__dlya_sterilizovanyh_koshek_i_kastrirovannyhkotov_govyadina_up__350g_1016207.html?offer=31058
282,"Sterilised корм для стерилизованных кошек с пониженным содержанием калорий, с курицей, 400 г",1027895,599,599,Monge,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-cat-sterilised-korm-dlya-sterilizovannyh-koshek-1-5-kg.html?offer=81098
283,"Indoor корм для домашних кошек с низкой физической активностью, с курицей, 400 г",1027899,585,585,Monge,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-cat-indoor-korm-dlya-domashnih-koshek-400g.html?offer=81105
284,"Kitten сухой корм для котят с курицей и цельными злаками, 750 г",1054143,457,457,Purina ONE®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-kurica-i-zlaki.html?offer=147247
285,"Adult корм для кошек в возрасте от 1 года до 7 лет, с курицей, 400 г",1027901,577,577,Monge,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-cat-korm-dlya-vzroslyh-koshek-1-5-kg.html?offer=81107
286,"Appetite Control Care корм сухой для кошек для контроля аппетита, 2 кг",1044749,3115,3115,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-appetayt-kontrol-kea.html?offer=124450
287,"Sterilized Сухой корм для стерилизованных кошек, с ягненком, 8 кг",1021704,4999,4999,Wellkiss,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-dlya-sterilizovannykh-koshek-s-yagnenkom-8-kg.html?offer=44342
288,"Prescription Diet k/d + Mobility Kidney + Joint Care сухой корм для кошек, с курицей, 2кг",1020094,3979,3979,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_lechenie_zabolevaniya_pochek_i_sustavov_KDMobilitypak_2_kg_1020094.html?offer=47827
289,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с мясом, 750 г",1021796,349,349,Felix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Feliks_dlya_koshek_Dvoynaya_vkusnyatina_Myaso.html?offer=43045
290,"NF Renal Function сухой корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, 1,5 кг",1002393,3285,3285,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_NF_dieticheskiy_suhoy_korm_dlya_koshek_pri_patologii_pochek.html?offer=42546
291,"Solution Hairball Control корм для кошек старше 1 года, склонных к образованию волосяных комочков в желудке, с курицей, 300 г",1019460,785,785,Trainer,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_Solution_Hairball_suhoy_korm_dlya_koshek_dlya_vyvoda_shersti_kuritsey_i_indeykoy.html?offer=41987
